5036	1
3305	2
1235	3
105	4
306	5
1958	6
5169	7
734	8
1934	9
4900	10
3084	11
1942	12
3031	13
3096	14
4552	15
341	16
1877	17
4565	18
5046	19
3107	20
5385	21
2203	22
555	23
5351	24
3786	25
58	26
1046	27
5584	28
688	29
283	30
336	31
5179	32
4452	33
1101	34
4685	35
3611	36
3577	37
2434	38
5442	39
1780	40
2194	41
991	42
1466	43
9025	44
2152	45
3110	46
4876	47
1984	48
1056	49
23	50
1759	51
3578	52
2626	53
4579	54
2986	55
197	56
2702	57
3884	58
3418	59
2287	60
4894	61
4884	62
9246	63
5612	64
481	65
8635	66
9469	67
7262	68
4967	69
5774	70
7011	71
6160	72
5186	73
4745	74
6418	75
8419	76
4886	77
5303	78
3036	79
8414	80
8421	81
733	82
7658	83
5439	84
6852	85
2951	86
3369	87
8775	88
6051	89
4901	90
7371	91
9425	92
7103	93
6693	94
6511	95
5145	96
5144	97
5491	98
5728	99
8605	100
4754	101
4766	102
9413	103
4699	104
8252	105
7153	106
2652	107
9024	108
6590	109
8429	110
8765	111
6796	112
4643	113
6681	114
9005	115
5823	116
5302	117
1117	118
998	119
9476	120
4974	121
4796	122
5117	123
4816	124
5069	125
4975	126
5257	127
9108	128
3433	129
7899	130
2731	131
6259	132
9001	133
3172	134
4871	135
5577	136
5290	137
8502	138
8650	139
4845	140
9815	141
8236	142
8647	143
9531	144
4725	145
4829	146
4904	147
4987	148
4799	149
5273	150
9276	151
5075	152
5072	153
6682	154
4907	155
9848	156
6408	157
3256	158
7297	159
6876	160
5246	161
5066	162
5163	163
5076	164
5474	165
5791	166
5412	167
5547	168
5529	169
6400	170
7251	171
7796	172
9084	173
4865	174
6720	175
7095	176
8856	177
7789	178
9836	179
1969	180
1389	181
8882	182
5370	183
5153	184
8440	185
7862	186
5262	187
5693	188
413	189
9228	190
6367	191
5031	192
6293	193
5757	194
9877	195
9448	196
5886	197
2822	198
211	199
4186	200
2406	201
1335	202
5554	203
2111	204
1949	205
9631	206
5719	207
5669	208
1717	209
1814	210
831	211
8822	212
6577	213
54	214
5089	215
9280	216
9870	217
7878	218
59	219
4945	220
4731	221
2997	222
9908	223
4316	224
644	225
5615	226
1653	227
4814	228
800	229
202	230
2747	231
5672	232
8418	233
3133	234
8944	235
5652	236
4808	237
1902	238
7039	239
1658	240
4368	241
8565	242
2913	243
654	244
1959	245
2133	246
1606	247
8644	248
947	249
980	250
3063	251
7025	252
3606	253
4021	254
4935	255
3528	256
4953	257
1482	258
8906	259
1490	260
1419	261
41	262
5741	263
9591	264
2691	265
6102	266
6271	267
7451	268
1467	269
1203	270
4367	271
8428	272
7734	273
7786	274
4028	275
139	276
9265	277
5185	278
9241	279
4971	280
2461	281
2558	282
8733	283
1885	284
5264	285
2560	286
2410	287
5708	288
8956	289
4875	290
714	291
1126	292
1930	293
4976	294
