664	597	3	29.17
120	118	15	8.63
102	1097	3	4.82
435	338	5	42.61
105	2567	3	13.82
108	520	3	4.35
152	643	6	42.92
103	287	12	21.21
256	370	3	18.91
398	1271	3	31.1
122	214	6	13.49
2209	282	6	78.64
909	204	3	22.6
3049	101	3	10.04
102	5502	3	20.93
129	122	7	5.55
179	109	30	92.11
167	726	6	47.12
387	124	5	19.05
503	115	3	8.08
415	134	6	32.49
115	328	5	13.5
104	916	5	14.78
549	7	4	21.03
1422	102	7	27.47
3017	116	5	42.27
290	111	4	4.9
115	154	9	13.77
714	441	4	39.43
103	1558	4	13.47
115	463	3	7.36
115	403	3	6.58
516	158	7	50.73
1236	105	3	8.54
112	220	5	4.46
137	315	5	23.07
114	667	3	9.45
112	294	8	20.5
2266	14	6	41.41
103	1197	15	92.15
1896	105	4	18.13
964	105	3	6.66
212	302	4	23.15
117	1860	3	17.02
978	278	5	50.28
665	5844	3	50.91
105	1040	3	7.13
106	232	7	6.56
1552	107	3	11.26
2042	101	5	18.68
456	103	8	15.14
1493	102	4	11.19
243	116	9	27.66
103	484	33	176.19
193	14	12	19.97
124	1721	3	18.83
103	440	10	22.41
1005	102	5	11.5
611	111	7	25.88
123	12	34	14.04
348	828	7	76.96
212	1947	3	28.89
4352	105	3	19.76
135	270	5	20.62
1078	251	3	26.24
110	303	5	7.68
103	988	14	71.97
512	106	5	10.68
512	169	3	17.22
741	109	9	41
12	1857	3	10.47
102	334	9	10.75
3708	110	3	19.8
168	146	7	25.32
102	201	12	5.68
197	146	4	12.18
1085	212	13	152.04
490	101	10	16.46
864	108	3	7.26
108	3311	4	26.59
2864	111	3	17.5
142	244	6	26.56
101	413	10	12.97
1180	102	3	5.35
360	105	9	19.78
119	830	4	17.65
101	564	9	15.76
388	136	19	150.63
503	616	4	39.5
780	111	4	12.73
143	130	5	8.15
201	147	4	12.42
162	511	3	16.57
342	114	7	23.81
592	154	4	24.76
157	171	3	7.34
515	110	3	5.03
1841	141	8	82.8
264	134	5	19.49
108	1667	3	11.86
249	112	5	6.39
101	3107	3	11.21
356	101	32	105.89
462	119	8	35.61
663	176	3	19.27
232	199	3	12.28
103	733	13	53.37
102	528	21	82.47
768	106	9	38.22
1441	101	4	9.21
357	141	34	314.78
107	167	16	23.53
1347	102	6	20.47
240	102	21	38.35
297	102	17	35.59
101	3715	3	12.71
102	362	7	6.53
104	1346	8	40.57
3351	4884	3	59.09
102	438	13	30.49
107	313	4	3.93
286	12	13	29.74
103	782	8	25.19
1750	1043	4	57.04
105	234	11	16.11
105	284	5	4.19
833	106	3	6.48
