160	3109	2
223	5657	6
641	7731	44
448	9833	7
179	3488	12
13696	6432	6
190	3279	13
105	5944	23
192	6596	14
14	9283	16
14	4714	9
8734	6975	6
5084	577	3
238	5787	4
288	7916	2
3750	928	8
609	6687	33
124	7339	25
103	7613	7
887	5074	16
2734	6508	24
108	2987	2
102	4406	6
840	9710	17
8	8209	14
12	1085	5
326	930	42
473	9087	5
102	4982	4
1478	1411	10
3990	5189	4
5341	2952	0
357	5249	15
2532	4770	6
107	7273	6
16142	6859	20
122	8776	1
18571	6780	14
105	24	3
14	8943	12
6480	6803	20
14	5318	21
105	3319	4
1523	3090	2
120	8895	23
129	5964	23
7716	9661	14
652	7444	7
17946	5288	0
1990	4751	16
2845	3916	6
851	8214	3
1876	8185	11
3033	5876	6
21518	7136	0
8893	6495	0
292	4669	11
101	5617	16
417	991	23
839	7298	2
1837	7829	12
186	1790	14
112	8878	5
2442	2513	19
1489	7476	13
6339	9616	4
3904	4789	9
110	9419	1
109	7023	8
110	4871	4
101	4507	24
103	8819	15
200	5333	20
1690	8327	16
18275	3163	38
136	296	10
1564	7995	11
260	5230	1
3533	331	24
118	1654	0
108	8579	10
128	1388	9
115	9620	10
346	919	9
4734	2816	9
109	4600	38
102	5781	10
3980	4159	22
6242	1741	5
101	4912	2
104	3824	20
12873	5630	5
121	825	4
112	1028	4
2190	4538	2
492	3889	18
893	352	10
174	5069	24
390	9421	17
127	7816	18
113	9357	7
108	97	31
107	5466	34
248	266	0
777	636	25
101	7448	5
135	5411	10
1062	8680	8
1411	8606	0
287	4969	7
2	571	23
115	1180	19
3977	7577	7
116	5032	34
635	2901	22
412	450	18
109	8645	12
570	4192	24
5192	7653	16
363	595	14
886	9340	8
10118	3412	16
102	1502	2
102	3839	7
1258	9721	22
5952	890	1
715	3274	4
240	3675	24
112	8999	3
101	4691	8
6412	8901	0
149	2526	10
145	7898	5
12	9561	6
184	246	4
101	6962	15
728	3095	27
102	7831	7
820	6178	9
102	9652	5
273	8360	11
3297	1452	9
120	4594	2
142	3399	0
2963	701	2
2276	7209	16
103	2042	6
4538	4846	0
1191	1611	17
8579	1907	3
173	3268	9
124	2337	3
101	6737	5
155	7439	15
103	4762	16
256	7928	12
13591	7558	11
14	4067	10
231	1664	11
102	8381	7
17362	71	6
1443	714	9
112	1029	16
617	1178	1
9066	5216	5
975	2841	20
158	9287	7
1541	3145	0
220	9346	3
506	2633	13
459	1623	17
130	9058	3
1493	7724	0
114	3562	3
12	1188	24
17344	2688	15
5702	1627	15
109	7359	21
162	1300	0
5244	7997	23
9	9865	17
25330	3274	2
117	1796	6
222	873	8
201	3586	0
581	3692	20
4607	2679	7
164	1529	3
413	5032	43
106	7266	31
110	3131	2
109	632	16
112	5726	3
108	5847	6
634	3488	7
102	9984	20
132	5259	9
332	2490	4
422	9195	18
105	1581	2
123	7903	24
526	6345	17
6196	7254	9
1044	1502	11
414	2810	7
709	7931	22
371	6160	5
240	6381	1
101	9358	2
377	2265	39
1519	7313	7
18665	5717	9
685	4907	11
123	6079	11
387	5462	8
57	4665	10
106	6506	9
353	62	1
104	456	8
697	2419	28
3934	8760	19
119	2496	22
113	8027	2
102	5891	7
948	8752	10
287	6937	15
112	2429	14
2764	6744	4
112	6385	6
187	9257	16
154	6558	7
865	3487	22
1790	7067	3
1227	9901	14
1889	7844	17
14	7058	19
25141	9958	0
2932	9490	2
102	6799	10
10312	2666	18
102	34	7
461	2544	11
111	7161	6
214	5994	1
1444	9727	13
103	2243	14
373	8116	6
153	5238	12
409	8364	43
103	5536	1
18759	7578	22
506	7755	5
12	4419	12
12626	1137	9
105	9573	25
503	6133	4
131	8625	38
232	4535	8
219	8132	19
256	3521	1
313	6166	3
101	940	17
137	5406	1
112	6263	16
188	4339	23
1	519	30
102	3971	6
3865	7637	17
397	4303	1
138	6875	6
2876	1717	11
114	8737	5
1280	7770	4
131	3130	34
5427	8593	23
186	6023	1
175	9468	6
124	7484	0
101	2434	4
276	2896	8
210	735	1
421	2216	12
104	5543	14
1517	6267	2
174	6261	0
127	6623	13
102	1763	21
8	4484	16
18063	6761	6
118	3490	2
130	519	20
1866	5647	11
111	8240	8
102	1798	9
192	5108	4
1845	8146	0
1351	178	2
486	31	19
110	5180	1
101	9131	24
18702	9689	4
564	6208	8
22816	4495	1
102	6306	6
23587	3675	44
1744	7210	16
133	3341	16
117	6666	7
798	1483	5
141	8633	13
15421	1399	15
137	7132	10
103	7944	2
122	3192	4
103	2378	8
7883	6822	16
126	2800	3
109	6131	30
7808	8763	7
145	1420	11
116	9511	11
113	3645	6
105	1827	6
238	5579	29
260	9722	11
947	9050	8
106	2985	19
106	5834	28
1681	2321	5
4840	2404	4
104	9506	11
106	1699	8
1440	3820	8
1491	9517	2
321	9577	4
113	7665	12
13088	3686	10
949	2142	4
141	7038	7
2809	1475	7
101	6957	4
393	4041	3
105	3558	11
125	4309	31
1115	3485	3
105	4674	4
1123	2811	40
12473	308	10
2796	938	8
108	4916	8
204	9714	1
471	907	5
315	9759	23
11202	5324	12
4775	6933	3
103	3495	2
6416	2484	6
910	2742	7
568	1780	1
202	5514	1
527	4491	2
14	9080	21
1303	8156	13
372	848	8
1736	468	8
11277	6527	38
5224	5263	1
443	4659	16
1193	4411	0
122	5714	11
206	7519	21
2	2151	7
175	5822	3
473	4843	15
583	7380	29
101	7269	16
24453	6235	17
107	8025	4
101	1995	12
109	53	7
1709	8389	21
110	7711	1
263	5392	6
269	929	14
383	2055	8
7941	3449	4
1099	5651	40
3368	7003	13
332	5558	0
2249	1300	8
890	2945	11
743	9774	22
104	3592	6
7081	5200	9
141	6495	10
15	9613	26
144	9736	1
107	6870	16
117	1353	17
774	5474	20
12	5989	7
4634	278	10
102	5577	18
12	3117	22
156	1528	2
268	587	1
446	4025	1
145	5214	33
104	2030	3
139	1268	9
221	1452	7
1958	8023	6
102	1219	12
17960	6993	18
125	539	16
14	6778	26
12506	422	18
105	5461	38
359	9886	26
359	3540	12
1071	1410	17
7	8352	9
9472	9291	1
102	3490	11
118	1798	0
897	1494	11
7	2575	3
146	9921	25
1472	2884	22
151	7161	12
1740	5966	1
6580	9928	0
5225	7105	5
1110	9636	15
145	7558	29
360	1233	13
102	8834	21
1654	3688	5
104	3727	4
101	4778	14
189	9375	5
5929	3761	10
751	3455	1
139	3922	14
3621	6655	12
1649	1822	8
128	9243	0
223	8226	1
193	2687	8
103	3841	13
256	2114	20
154	8310	4
6182	3034	29
158	4402	6
773	9477	1
113	8145	21
496	2030	2
103	3237	7
1748	4678	2
4788	2493	6
1097	7320	8
6363	7075	8
187	4746	30
102	8708	3
1745	3490	5
118	1473	0
107	4266	38
125	2493	23
101	6580	38
150	8804	18
1139	8969	4
276	6965	29
106	3308	18
103	8395	31
107	2993	0
107	6717	8
630	3875	7
147	2308	24
251	321	14
216	3532	2
103	7783	9
122	1590	10
732	8513	2
357	8563	12
4237	6179	13
1324	2086	21
1545	226	7
12262	3714	1
2124	3488	11
7075	1262	7
611	6225	4
178	5911	3
600	2724	12
12	7209	12
126	1106	19
137	3638	11
1150	7863	7
104	650	15
112	2459	3
748	6289	42
224	4713	12
13642	8903	20
102	1641	2
130	1347	1
111	308	16
216	5542	15
12	6566	24
19594	7661	8
2478	3451	0
106	1263	11
144	9665	5
101	5674	10
428	4980	11
7203	5059	6
103	5099	4
164	498	4
1660	4597	11
794	6749	5
207	9691	15
224	2692	3
108	7860	4
859	1296	3
201	3975	7
108	4699	3
14	7029	10
6582	9934	27
110	337	2
109	1021	23
107	7540	8
118	8264	9
321	3182	5
279	7029	0
1085	418	20
403	8532	15
9441	5192	17
484	2300	28
117	2670	6
368	8968	0
103	7145	9
335	985	25
999	8069	18
3334	1664	6
126	930	40
604	7463	1
7	3592	5
1829	9556	9
235	4929	28
313	4497	9
107	9360	10
103	8067	1
423	8012	21
260	9585	8
11733	9101	22
277	1183	21
101	6763	9
1118	2000	23
83	519	29
1466	2325	7
111	1969	10
109	1401	25
329	1682	8
11480	4036	7
101	1353	16
1224	9408	32
107	5919	1
195	1564	11
2412	7470	11
101	2115	11
296	7840	1
156	5744	0
111	4695	10
183	6191	0
105	1003	11
8	2217	4
125	2653	21
5344	8497	1
621	8350	12
408	2388	10
2495	8702	2
419	9606	2
484	8050	12
106	2509	2
3240	1363	3
110	9372	3
108	5564	7
148	7007	35
577	908	11
222	4937	1
114	1219	13
102	1024	6
127	5686	5
102	9614	9
105	6181	12
538	854	13
7542	3699	2
285	3711	10
13777	3294	0
165	2089	34
109	4696	25
124	4244	30
136	9947	13
147	3521	0
115	6524	43
221	4010	0
369	9139	2
1272	3275	2
101	8655	9
627	737	37
332	5718	2
111	1170	2
102	2315	9
657	5489	1
905	7983	8
4743	3084	2
131	1764	17
10836	4592	27
1422	5079	20
117	4778	15
101	2563	9
15607	4443	2
111	3444	7
236	4265	2
977	6122	5
120	3693	21
102	6720	1
699	9712	15
101	5316	12
1691	5292	15
189	1364	22
905	7756	2
109	4028	20
109	6654	30
539	7538	12
983	7521	7
120	195	4
14	6718	18
185	4166	24
101	9186	5
857	2829	12
215	1518	1
173	4117	24
